6758 東証1部 ソニー(株)（電気機器）,,,,,
"2020-02-28","6700","6769","6572","6611","11636800","6611"
"2020-03-02","6599","6958","6591","6873","11245600","6873"
"2020-03-03","7041","7053","6805","6805","10454700","6805"
"2020-03-04","6733","6880","6717","6811","5694000","6811"
"2020-03-05","6911","6959","6852","6929","6867100","6929"
"2020-03-06","6796","6844","6660","6704","7607800","6704"
"2020-03-09","6424","6447","6135","6214","12909400","6214"
"2020-03-10","6114","6489","5950","6419","15776000","6419"
"2020-03-11","6298","6427","6122","6145","12208900","6145"
"2020-03-12","6000","6113","5819","5882","14615800","5882"
"2020-03-13","5476","5980","5297","5811","26823200","5811"
"2020-03-16","5800","5979","5600","5633","17304600","5633"
"2020-03-17","5572","5977","5499","5833","20806200","5833"
"2020-03-18","5980","6275","5951","5992","15407800","5992"
"2020-03-19","6133","6200","5700","5929","18077500","5929"
"2020-03-23","5794","5930","5720","5866","13443600","5866"
"2020-03-24","5966","6198","5912","6198","12787200","6198"
"2020-03-25","6330","6523","6328","6500","11234500","6500"
"2020-03-26","6400","6459","6325","6400","9297700","6400"
"2020-03-27","6600","6688","6510","6688","11536500","6688"
"2020-03-30","6488","6532","6354","6434","10889700","6434"
"2020-03-31","6503","6569","6381","6421","9430800","6421"
"2020-04-01","6350","6407","6161","6228","9172300","6228"
"2020-04-02","6184","6379","6176","6322","9929000","6322"
"2020-04-03","6354","6434","6184","6260","8346400","6260"
"2020-04-06","6314","6588","6270","6550","9035200","6550"
"2020-04-07","6750","6803","6525","6690","9155000","6690"
"2020-04-08","6690","6737","6555","6702","9054300","6702"
"2020-04-09","6784","6787","6642","6711","5604900","6711"
"2020-04-10","6611","6703","6542","6670","5744100","6670"
"2020-04-13","6591","6619","6491","6507","4581900","6507"
"2020-04-14","6498","6628","6473","6616","4775400","6616"
"2020-04-15","6630","6799","6581","6767","6668800","6767"
"2020-04-16","6701","6730","6675","6700","5601000","6700"
"2020-04-17","6850","6985","6791","6969","9271300","6969"
"2020-04-20","6967","7024","6863","6878","5110200","6878"
"2020-04-21","6829","6914","6701","6722","6414900","6722"
"2020-04-22","6674","6756","6577","6743","5049700","6743"
"2020-04-23","6767","6803","6718","6761","3763800","6761"
"2020-04-24","6677","6725","6651","6706","3681500","6706"
"2020-04-27","6783","6809","6732","6779","3602600","6779"
"2020-04-28","6698","6822","6698","6763","4991600","6763"
"2020-04-30","6900","7009","6830","6932","8377300","6932"
"2020-05-01","6818","6853","6752","6806","4594800","6806"
"2020-05-07","6749","6808","6716","6792","4745200","6792"
"2020-05-08","6899","6967","6854","6948","5757600","6948"
"2020-05-11","7012","7132","6990","7059","6087800","7059"
"2020-05-12","7080","7130","7059","7071","5563000","7071"
"2020-05-13","7015","7080","6982","7069","5017700","7069"
"2020-05-14","6819","6907","6793","6794","9129600","6794"
"2020-05-15","6912","7006","6853","6865","6575800","6865"
"2020-05-18","6800","6867","6663","6685","7282300","6685"
"2020-05-19","6852","7000","6781","6902","9304200","6902"
"2020-05-20","6727","6840","6656","6747","11826100","6747"
"2020-05-21","6810","6877","6782","6795","5431200","6795"
"2020-05-22","6835","6912","6749","6773","5025900","6773"
"2020-05-25","6873","6875","6717","6750","3710400","6750"
"2020-05-26","6800","6800","6690","6737","6570900","6737"
"2020-05-27","6690","6751","6670","6750","6653400","6750"
"2020-05-28","6809","6893","6741","6884","9221000","6884"
"2020-05-29","6944","6976","6874","6874","9666800","6874"
"2020-06-01","6910","6973","6855","6973","6223800","6973"
"2020-06-02","7027","7194","7027","7133","8749000","7133"
"2020-06-03","7270","7275","7091","7151","8204600","7151"
"2020-06-04","7270","7334","7188","7267","8366900","7267"
"2020-06-05","7150","7280","7146","7280","5385800","7280"
"2020-06-08","7377","7407","7330","7396","5597200","7396"
"2020-06-09","7410","7437","7332","7402","5017600","7402"
"2020-06-10","7372","7524","7340","7496","6131100","7496"
"2020-06-11","7567","7654","7471","7495","8746800","7495"
"2020-06-12","7307","7449","7201","7404","8110900","7404"
"2020-06-15","7305","7482","7290","7317","6560700","7317"
"2020-06-16","7461","7520","7416","7480","5830000","7480"
"2020-06-17","7600","7725","7554","7669","8222300","7669"
"2020-06-18","7606","7696","7603","7665","4970700","7665"
"2020-06-19","7671","7684","7589","7612","4930500","7612"
"2020-06-22","7670","7705","7602","7607","4118500","7607"
"2020-06-23","7653","7664","7526","7640","4876400","7640"
"2020-06-24","7652","7705","7625","7650","4630100","7650"
"2020-06-25","7590","7652","7554","7555","4216700","7555"
"2020-06-26","7532","7554","7494","7519","4139200","7519"
"2020-06-29","7510","7510","7301","7313","5351600","7313"
"2020-06-30","7400","7454","7338","7384","4322900","7384"
"2020-07-01","7459","7488","7395","7432","3942700","7432"
"2020-07-02","7556","7577","7470","7500","4557600","7500"
"2020-07-03","7501","7531","7463","7511","3101000","7511"
"2020-07-06","7548","7580","7510","7580","3205900","7580"
"2020-07-07","7471","7547","7435","7502","4144700","7502"
"2020-07-08","7465","7495","7430","7430","3266300","7430"
"2020-07-09","7451","7724","7431","7673","7665200","7673"
"2020-07-10","7739","7919","7678","7780","8899600","7780"
"2020-07-13","7987","8129","7918","8100","8954500","8100"
"2020-07-14","8002","8047","7906","7940","6387700","7940"
"2020-07-15","7987","8134","7966","8126","7424000","8126"
"2020-07-16","8200","8322","8147","8176","8201800","8176"
"2020-07-17","8210","8230","8060","8115","4051200","8115"
"2020-07-20","8157","8253","8104","8249","4029600","8249"
"2020-07-21","8358","8443","8337","8379","5855000","8379"
"2020-07-22","8250","8330","8250","8260","3489700","8260"
"2020-07-27","8050","8239","8050","8196","5023300","8196"
"2020-07-28","8293","8305","8238","8258","3887500","8258"
"2020-07-29","8160","8224","8143","8168","3473500","8168"
"2020-07-30","8199","8269","8131","8184","3600000","8184"
"2020-07-31","8208","8221","8065","8076","4938600","8076"
"2020-08-03","8206","8352","8163","8314","5726500","8314"
"2020-08-04","8592","8705","8513","8686","10123700","8686"
"2020-08-05","8704","8838","8485","8546","10341800","8546"
"2020-08-06","8650","8654","8459","8468","4710600","8468"
"2020-08-07","8406","8542","8389","8525","5041900","8525"
"2020-08-11","8516","8540","8429","8537","5226600","8537"
"2020-08-12","8534","8535","8426","8462","4558100","8462"
"2020-08-13","8651","8730","8636","8700","6232700","8700"
"2020-08-14","8811","8910","8766","8876","6005200","8876"
"2020-08-17","8852","8920","8819","8826","3744800","8826"
"2020-08-18","8801","8818","8722","8768","4061300","8768"
"2020-08-19","8618","8672","8525","8526","7473700","8526"
"2020-08-20","8526","8535","8300","8354","8100600","8354"
"2020-08-21","8351","8370","8263","8284","5763500","8284"
"2020-08-24","8300","8413","8257","8407","3720500","8407"
"2020-08-25","8450","8478","8376","8423","3671300","8423"
"2020-08-26","8495","8572","8469","8571","4650800","8571"
"2020-08-27","8650","8679","8498","8559","4689500","8559"
"2020-08-28","8501","8545","8223","8280","7158000","8280"
"2020-08-31","8402","8421","8293","8309","4519800","8309"
"2020-09-01","8305","8352","8233","8349","3934700","8349"
"2020-09-02","8440","8446","8396","8420","3843400","8420"
"2020-09-03","8495","8495","8381","8426","3830500","8426"
"2020-09-04","8288","8345","8232","8288","4932100","8288"
"2020-09-07","8220","8283","8181","8198","3845500","8198"
"2020-09-08","8248","8249","8159","8235","3432900","8235"
"2020-09-09","8085","8111","8012","8078","5729800","8078"
"2020-09-10","8226","8384","8161","8216","6043500","8216"
"2020-09-11","8204","8265","8140","8211","4644100","8211"
"2020-09-14","8226","8290","8180","8257","3525200","8257"
"2020-09-15","8290","8343","7972","8058","9849000","8058"
"2020-09-16","8097","8210","7993","8210","7407200","8210"
"2020-09-17","8270","8287","8123","8132","5429400","8132"
"2020-09-18","8147","8351","8129","8323","6590400","8323"
"2020-09-23","8337","8348","8159","8204","7138900","8204"
"2020-09-24","8173","8233","8155","8155","5413700","8155"
"2020-09-25","8192","8209","8100","8100","6306500","8100"
"2020-09-28","8130","8179","8083","8179","4936300","8179"
"2020-09-29","8191","8244","8161","8200","4755200","8200"
"2020-09-30","8196","8199","8022","8032","5194300","8032"
"2020-10-02","8015","8103","7710","7753","9218800","7753"
"2020-10-05","7822","7929","7756","7892","5356300","7892"
"2020-10-06","7901","7908","7742","7828","4514600","7828"
"2020-10-07","7800","7812","7729","7770","4321000","7770"
"2020-10-08","7753","7850","7733","7832","4337000","7832"
"2020-10-09","7850","7922","7837","7862","4883200","7862"
"2020-10-12","7810","7831","7721","7768","4335400","7768"
"2020-10-13","7883","7918","7845","7910","4147600","7910"
"2020-10-14","7860","7879","7777","7811","4377300","7811"
"2020-10-15","7771","7802","7731","7757","3993700","7757"
"2020-10-16","7700","7709","7564","7603","5375700","7603"
"2020-10-19","7666","7833","7647","7769","4250900","7769"
"2020-10-20","7859","7973","7813","7900","4564400","7900"
"2020-10-21","7994","8033","7869","7896","4567700","7896"
"2020-10-22","7800","7846","7785","7816","3301400","7816"
"2020-10-23","7784","7859","7746","7820","3155700","7820"
"2020-10-26","7890","8065","7880","8017","3933200","8017"
"2020-10-27","7930","8111","7906","8100","5386600","8100"
"2020-10-28","8117","8249","8091","8248","6090800","8248"
"2020-10-29","8500","8827","8497","8800","19197700","8800"
"2020-10-30","8700","8815","8650","8674","9416400","8674"
"2020-11-02","8798","8849","8726","8768","6811700","8768"
"2020-11-04","8931","9032","8834","8903","9430100","8903"
"2020-11-05","9050","9229","9021","9229","10120700","9229"
"2020-11-06","9284","9300","9140","9145","6007800","9145"
"2020-11-09","9250","9269","9175","9220","5460000","9220"
"2020-11-10","9000","9131","8888","8920","8475600","8920"
"2020-11-11","8938","9040","8850","9040","6538000","9040"
"2020-11-12","9200","9215","9069","9160","6724600","9160"
"2020-11-13","9249","9545","9200","9326","8830300","9326"
"2020-11-16","9352","9491","9326","9491","5981000","9491"
"2020-11-17","9480","9483","9335","9408","5588000","9408"
"2020-11-18","9375","9387","9198","9237","5027400","9237"
"2020-11-19","9109","9286","9090","9249","5561000","9249"
"2020-11-20","9200","9235","9104","9235","4567700","9235"
"2020-11-24","9415","9499","9388","9490","7475500","9490"
"2020-11-25","9500","9854","9489","9810","12108400","9810"
"2020-11-26","9760","9815","9695","9754","6127300","9754"
"2020-11-27","9794","9860","9706","9812","6963800","9812"
"2020-11-30","9800","9840","9704","9704","8990800","9704"
"2020-12-01","9804","9925","9756","9800","5659600","9800"
"2020-12-02","9786","9799","9587","9618","8034200","9618"
"2020-12-03","9566","9765","9562","9765","4862900","9765"
"2020-12-04","9800","9824","9703","9757","3457300","9757"
"2020-12-07","9820","9823","9610","9675","3313900","9675"
"2020-12-08","9735","9743","9584","9704","3514900","9704"
"2020-12-09","9704","9880","9686","9872","4494700","9872"
"2020-12-10","9848","9863","9748","9818","3710300","9818"
"2020-12-11","9870","9910","9820","9858","4807900","9858"
"2020-12-14","9825","9835","9741","9783","3498300","9783"
"2020-12-15","9830","9849","9695","9730","3594900","9730"
"2020-12-16","9731","9772","9691","9765","2770300","9765"
"2020-12-17","9825","10055","9785","10025","8699200","10025"
"2020-12-18","10085","10550","10070","10255","7832800","10255"
"2020-12-21","10360","10560","10260","10405","4179100","10405"
"2020-12-22","10215","10285","10000","10045","3546900","10045"
"2020-12-24","10170","10220","10035","10090","2497200","10090"
"2020-12-25","10045","10050","9942","9953","2465200","9953"
"2020-12-28","9950","10215","9927","10180","3170900","10180"
"2020-12-30","10355","10360","10190","10285","3244500","10285"
