9501 東証1部 東京電力ホールディングス(株)（電気・ガス業）,,,,,
"2020-04-01","373","376","354","359","13277100","359"
"2020-04-02","354","358","350","351","9924100","351"
"2020-04-03","352","361","346","350","9187600","350"
"2020-04-06","344","362","341","360","10030900","360"
"2020-04-07","368","372","359","368","9379200","368"
"2020-04-08","366","372","361","367","10663400","367"
"2020-04-09","370","371","362","369","9556300","369"
"2020-04-10","370","378","366","377","9635200","377"
"2020-04-13","376","378","371","372","6054600","372"
"2020-04-14","375","384","375","384","7709500","384"
"2020-04-15","389","390","382","386","8541000","386"
"2020-04-16","382","385","379","383","7125800","383"
"2020-04-17","385","390","381","385","6090400","385"
"2020-04-20","379","380","372","372","7109100","372"
"2020-04-21","368","368","362","366","5195600","366"
"2020-04-22","367","367","361","363","5734400","363"
"2020-04-23","365","376","364","376","6744300","376"
"2020-04-24","372","373","361","364","8829900","364"
"2020-04-27","367","367","360","365","7116800","365"
"2020-04-28","367","368","364","368","3867800","368"
"2020-04-30","369","373","363","363","6509400","363"
"2020-05-01","361","362","348","349","9601400","349"
"2020-05-07","341","343","338","339","6767000","339"
"2020-05-08","342","359","341","359","7870300","359"
"2020-05-11","358","368","354","367","6750400","367"
"2020-05-12","368","369","362","364","4592700","364"
"2020-05-13","356","364","356","362","5135600","362"
"2020-05-14","359","363","353","354","4833300","354"
"2020-05-15","360","360","348","349","5358700","349"
"2020-05-18","349","351","343","345","8098100","345"
"2020-05-19","351","357","350","354","6257700","354"
"2020-05-20","357","360","352","353","5257900","353"
"2020-05-21","353","355","348","348","4655800","348"
"2020-05-22","353","354","347","347","7728000","347"
"2020-05-25","352","355","350","353","3902800","353"
"2020-05-26","357","364","355","363","7089400","363"
"2020-05-27","367","374","362","373","11181700","373"
"2020-05-28","377","382","366","370","12918000","370"
"2020-05-29","367","372","363","363","14573100","363"
"2020-06-01","366","369","363","369","5058200","369"
"2020-06-02","370","375","367","372","7815100","372"
"2020-06-03","376","379","367","368","8376300","368"
"2020-06-04","373","374","365","367","7054300","367"
"2020-06-05","366","375","365","375","6362600","375"
"2020-06-08","379","385","376","385","8936400","385"
"2020-06-09","388","392","379","381","9984100","381"
"2020-06-10","379","381","373","373","7823000","373"
"2020-06-11","370","371","357","357","11904500","357"
"2020-06-12","350","361","346","359","14901700","359"
"2020-06-15","358","361","344","344","14264400","344"
"2020-06-16","348","362","347","361","11710500","361"
"2020-06-17","361","362","354","354","10162400","354"
"2020-06-18","352","355","348","350","8013100","350"
"2020-06-19","351","354","348","348","11557100","348"
"2020-06-22","348","350","344","344","6614200","344"
"2020-06-23","347","349","343","347","5876600","347"
"2020-06-24","346","347","340","340","8528600","340"
"2020-06-25","338","340","332","334","8512500","334"
"2020-06-26","339","340","334","336","4948200","336"
"2020-06-29","333","334","329","330","6518900","330"
"2020-06-30","335","337","331","331","7099000","331"
"2020-07-01","331","333","321","322","7830200","322"
"2020-07-02","326","332","323","326","8964400","326"
"2020-07-03","326","329","315","316","7982100","316"
"2020-07-06","315","329","315","326","7625500","326"
"2020-07-07","321","324","317","318","7072400","318"
"2020-07-08","316","322","315","315","6519200","315"
"2020-07-09","317","317","311","313","6520400","313"
"2020-07-10","312","313","305","305","7231000","305"
"2020-07-13","310","318","309","318","7750400","318"
"2020-07-14","317","321","311","312","7460200","312"
"2020-07-15","320","332","318","328","11434700","328"
"2020-07-16","334","339","322","324","12954000","324"
"2020-07-17","328","334","327","331","8833900","331"
"2020-07-20","328","330","323","327","6093600","327"
"2020-07-21","323","324","319","320","5368800","320"
"2020-07-22","321","325","318","318","7498700","318"
"2020-07-27","315","324","311","323","6429000","323"
"2020-07-28","318","319","312","312","6980300","312"
"2020-07-29","314","314","306","306","6675100","306"
"2020-07-30","306","307","295","295","11102400","295"
"2020-07-31","292","293","279","280","12033700","280"
"2020-08-03","282","288","280","285","7447400","285"
"2020-08-04","287","297","285","296","9747400","296"
"2020-08-05","295","300","289","297","8615900","297"
"2020-08-06","295","300","292","293","5839000","293"
"2020-08-07","297","304","294","303","9610700","303"
"2020-08-11","303","310","303","310","8886600","310"
"2020-08-12","315","323","313","323","12335600","323"
"2020-08-13","325","326","314","321","11240600","321"
"2020-08-14","318","320","315","317","4996600","317"
"2020-08-17","314","319","314","315","3313400","315"
"2020-08-18","313","314","306","309","7265200","309"
"2020-08-19","304","313","303","312","6043000","312"
"2020-08-20","310","312","308","308","3371200","308"
"2020-08-21","312","316","309","309","6168400","309"
"2020-08-24","312","313","308","309","3366700","309"
"2020-08-25","315","320","314","320","8656200","320"
"2020-08-26","316","317","312","314","5608500","314"
"2020-08-27","314","315","308","309","3815900","309"
"2020-08-28","311","317","308","311","11073200","311"
"2020-08-31","312","319","311","312","7391300","312"
"2020-09-01","314","314","311","312","5085600","312"
"2020-09-02","312","313","309","312","3588000","312"
"2020-09-03","316","317","312","313","3234400","313"
"2020-09-04","309","314","308","313","5453600","313"
"2020-09-07","311","314","310","310","3791200","310"
"2020-09-08","312","312","308","309","4129200","309"
"2020-09-09","308","309","304","307","6759400","307"
"2020-09-10","308","310","306","310","4413300","310"
"2020-09-11","305","308","304","306","6830500","306"
"2020-09-14","307","315","306","315","9049000","315"
"2020-09-15","313","314","310","312","4566500","312"
"2020-09-16","310","310","304","306","8418600","306"
"2020-09-17","308","308","300","300","8442100","300"
"2020-09-18","303","305","300","304","8628400","304"
"2020-09-23","301","302","296","300","11392800","300"
"2020-09-24","298","300","294","294","6399000","294"
"2020-09-25","296","296","290","292","9171000","292"
"2020-09-28","293","300","291","300","7913000","300"
"2020-09-29","299","300","294","298","7047300","298"
"2020-09-30","295","300","288","289","10946700","289"
"2020-10-02","291","294","281","282","11562300","282"
"2020-10-19","295","304","295","301","13999700","301"
"2020-10-20","297","298","285","286","16871600","286"
"2020-10-21","288","294","287","289","7414500","289"
"2020-10-22","287","289","284","284","9358800","284"
"2020-10-23","287","292","285","288","7914100","288"
"2020-10-26","288","291","287","288","5877600","288"
"2020-10-27","287","288","283","284","7181900","284"
"2020-10-28","283","284","280","282","9160100","282"
"2020-10-29","279","280","277","279","10009900","279"
"2020-10-30","277","277","268","269","16955800","269"
"2020-11-02","271","285","271","283","17146100","283"
"2020-11-04","287","287","279","281","12118300","281"
"2020-11-05","278","282","273","279","11943200","279"
"2020-11-06","279","287","279","286","10512300","286"
"2020-11-09","283","288","280","281","9254100","281"
"2020-11-10","289","296","287","296","20907200","296"
"2020-11-11","301","306","299","303","13580600","303"
"2020-11-12","304","304","291","293","15062200","293"
"2020-11-13","290","291","285","287","12427700","287"
"2020-11-16","292","300","292","297","15224400","297"
"2020-11-17","300","301","292","295","13913600","295"
"2020-11-18","293","293","288","289","8329900","289"
"2020-11-20","288","290","285","289","7356900","289"
"2020-11-24","294","294","289","290","10488300","290"
"2020-11-25","294","295","287","288","11906900","288"
"2020-11-26","288","289","285","286","6600800","286"
"2020-11-27","285","287","282","283","10867700","283"
"2020-11-30","282","283","272","272","19527900","272"
"2020-12-01","275","276","270","274","10248700","274"
"2020-12-02","276","281","274","278","10438400","278"
"2020-12-03","281","286","280","285","12450600","285"
"2020-12-04","282","285","281","281","6838300","281"
"2020-12-07","281","282","275","275","8513700","275"
"2020-12-08","275","278","273","276","5292400","276"
"2020-12-09","275","278","273","275","5981500","275"
"2020-12-10","275","278","272","272","8069700","272"
"2020-12-11","273","277","271","276","9838900","276"
"2020-12-14","275","282","275","277","9452800","277"
"2020-12-15","276","278","272","272","9474800","272"
"2020-12-16","275","277","273","273","10806300","273"
"2020-12-17","273","273","270","271","13612200","271"
"2020-12-18","271","275","271","274","8343300","274"
"2020-12-21","275","276","271","272","6323800","272"
"2020-12-22","271","272","269","269","10471300","269"
"2020-12-24","267","273","267","271","8721100","271"
"2020-12-25","269","273","269","272","5040300","272"
"2020-12-28","272","273","270","271","6054500","271"
"2020-12-30","271","275","268","272","8997900","272"
