9531 東証1部 東京ガス(株)（電気・ガス業）,,,,,
"2020-03-18","2279","2395","2256.5","2279","3338400","2279"
"2020-03-19","2351","2485","2323.5","2362.5","4543000","2362.5"
"2020-03-23","2362.5","2365.5","2236.5","2320.5","4187100","2320.5"
"2020-03-24","2340","2344.5","2223.5","2231.5","3526100","2231.5"
"2020-03-25","2275","2422.5","2223","2409.5","3887800","2409.5"
"2020-03-26","2370","2378.5","2303","2334","2701500","2334"
"2020-03-27","2470","2595","2452","2595","3766900","2595"
"2020-03-30","2545.5","2646.5","2538.5","2646.5","2208600","2646.5"
"2020-03-31","2625","2633","2536.5","2556","2157400","2556"
"2020-04-01","2520","2573.5","2479","2494.5","1536200","2494.5"
"2020-04-02","2522.5","2565","2469.5","2475","1734600","2475"
"2020-04-03","2484","2580","2483.5","2569","1754700","2569"
"2020-04-06","2594","2615","2550.5","2584.5","1666700","2584.5"
"2020-04-07","2585","2600.5","2531","2564.5","1757600","2564.5"
"2020-04-08","2593","2638","2576","2595.5","1764200","2595.5"
"2020-04-09","2585.5","2592.5","2508.5","2551.5","1082300","2551.5"
"2020-04-10","2578","2620","2552","2613.5","907800","2613.5"
"2020-04-13","2574.5","2610.5","2566.5","2590.5","662000","2590.5"
"2020-04-14","2608","2644","2598","2623.5","1417300","2623.5"
"2020-04-15","2608","2669","2579.5","2669","1386200","2669"
"2020-04-16","2600","2657.5","2588","2643","1614100","2643"
"2020-04-17","2669","2682.5","2639.5","2652","1153500","2652"
"2020-04-20","2602","2635","2601.5","2613.5","1010400","2613.5"
"2020-04-21","2593","2627.5","2592","2624.5","784900","2624.5"
"2020-04-22","2624","2664.5","2616","2645.5","1046200","2645.5"
"2020-04-23","2658","2658","2573","2623","1307600","2623"
"2020-04-24","2560","2570","2467.5","2483","2916900","2483"
"2020-04-27","2455","2457.5","2403.5","2403.5","1942900","2403.5"
"2020-04-28","2423.5","2448","2365.5","2411","1972800","2411"
"2020-04-30","2401","2447","2356.5","2358","1900800","2358"
"2020-05-01","2365.5","2451.5","2365.5","2447","1940300","2447"
"2020-05-07","2409.5","2487.5","2405.5","2480.5","1656100","2480.5"
"2020-05-08","2514","2558.5","2478","2491.5","1740900","2491.5"
"2020-05-11","2496","2537.5","2487","2515.5","1093400","2515.5"
"2020-05-12","2537.5","2572","2526","2548.5","900100","2548.5"
"2020-05-13","2528.5","2559.5","2512.5","2540.5","1030700","2540.5"
"2020-05-14","2516","2532","2488","2488","817200","2488"
"2020-05-15","2480","2507","2464.5","2471.5","927000","2471.5"
"2020-05-18","2450.5","2465","2424.5","2440.5","976700","2440.5"
"2020-05-19","2473.5","2482.5","2453","2475.5","900400","2475.5"
"2020-05-20","2468.5","2483","2459","2460","749700","2460"
"2020-05-21","2447","2459","2421","2430.5","986000","2430.5"
"2020-05-22","2429","2447","2410","2411.5","825600","2411.5"
"2020-05-25","2429.5","2446.5","2412","2415","597400","2415"
"2020-05-26","2417","2444.5","2411.5","2444.5","784800","2444.5"
"2020-05-27","2457.5","2527.5","2451","2521","1678000","2521"
"2020-05-28","2563","2591","2531.5","2553.5","1480400","2553.5"
"2020-05-29","2580","2580","2553.5","2570.5","2068400","2570.5"
"2020-06-01","2571","2644","2565","2632.5","835200","2632.5"
"2020-06-02","2627","2654","2613.5","2654","1013500","2654"
"2020-06-03","2660","2676","2621.5","2636","1176800","2636"
"2020-06-04","2633","2635.5","2569","2570","1136900","2570"
"2020-06-05","2520.5","2554.5","2515.5","2541","1110100","2541"
"2020-06-08","2574","2578","2521","2549.5","1455500","2549.5"
"2020-06-09","2550","2575.5","2548","2571","1031100","2571"
"2020-06-10","2600","2602","2552.5","2562.5","1243400","2562.5"
"2020-06-11","2551","2555.5","2496","2508.5","1228300","2508.5"
"2020-06-12","2486","2510.5","2466","2507","1485000","2507"
"2020-06-15","2478","2523","2469.5","2469.5","1009400","2469.5"
"2020-06-16","2482.5","2529","2440","2515","1538500","2515"
"2020-06-17","2544","2547.5","2494","2494","1049800","2494"
"2020-06-18","2502","2527.5","2474","2490","1128300","2490"
"2020-06-19","2494.5","2517","2475","2501","2032900","2501"
"2020-06-22","2504.5","2544","2497","2500.5","1030000","2500.5"
"2020-06-23","2509.5","2548.5","2496","2527.5","1052000","2527.5"
"2020-06-24","2527","2527","2490","2498.5","1099800","2498.5"
"2020-06-25","2506","2522.5","2492.5","2508.5","1245500","2508.5"
"2020-06-26","2508","2530","2491","2524","957800","2524"
"2020-06-29","2515","2539.5","2502","2526.5","1204700","2526.5"
"2020-06-30","2566","2593.5","2535","2580","1679800","2580"
"2020-07-01","2583","2583","2499","2509","1346900","2509"
"2020-07-02","2530.5","2542.5","2503","2542","1365100","2542"
"2020-07-03","2543","2591.5","2533","2589","1013500","2589"
"2020-07-06","2580.5","2635","2570.5","2622","1111800","2622"
"2020-07-07","2609.5","2610.5","2587","2591.5","952100","2591.5"
"2020-07-08","2600.5","2633","2575.5","2575.5","941100","2575.5"
"2020-07-09","2549","2593.5","2532.5","2580.5","825800","2580.5"
"2020-07-10","2603.5","2609.5","2567.5","2568.5","857500","2568.5"
"2020-07-13","2609","2635","2591","2635","917300","2635"
"2020-07-14","2648","2653.5","2608.5","2611.5","996900","2611.5"
"2020-07-15","2611","2631.5","2591.5","2597.5","1004100","2597.5"
"2020-07-16","2565","2590","2536","2539","1133400","2539"
"2020-07-17","2553","2577","2545.5","2560.5","710100","2560.5"
"2020-07-20","2548.5","2569.5","2535","2559.5","515200","2559.5"
"2020-07-21","2568","2585","2561","2572","997200","2572"
"2020-07-22","2601","2635","2589.5","2600.5","1065400","2600.5"
"2020-07-27","2602","2695","2597.5","2695","1716200","2695"
"2020-07-28","2689.5","2690.5","2573.5","2594.5","1304800","2594.5"
"2020-07-29","2680","2695.5","2425.5","2445","3398000","2445"
"2020-07-30","2404","2422","2246.5","2253","3569800","2253"
"2020-07-31","2252","2295","2224","2230.5","1983700","2230.5"
"2020-08-03","2267","2294","2253","2279.5","1308800","2279.5"
"2020-08-04","2237","2254","2222","2242","1376900","2242"
"2020-08-05","2234.5","2234.5","2165","2182.5","1728000","2182.5"
"2020-08-06","2170.5","2192","2141","2148.5","1612000","2148.5"
"2020-08-07","2157.5","2168","2142","2160","1089900","2160"
"2020-08-11","2190.5","2254.5","2183","2246.5","1812000","2246.5"
"2020-08-12","2230","2362","2216","2345.5","2285100","2345.5"
"2020-08-13","2347","2354","2312.5","2347","1508600","2347"
"2020-08-14","2344.5","2406.5","2327.5","2401","2065800","2401"
"2020-08-17","2385.5","2406.5","2362.5","2370","1189400","2370"
"2020-08-18","2361","2380","2345","2376","884200","2376"
"2020-08-19","2351.5","2379","2351","2369","715700","2369"
"2020-08-20","2370","2396.5","2356.5","2365.5","762100","2365.5"
"2020-08-21","2366","2373","2333","2353.5","881400","2353.5"
"2020-08-24","2353","2365","2329","2330.5","727800","2330.5"
"2020-08-25","2359.5","2370","2343","2347.5","765900","2347.5"
"2020-08-26","2323.5","2339.5","2317","2328.5","502700","2328.5"
"2020-08-27","2321","2334","2311","2322.5","881400","2322.5"
"2020-08-28","2349.5","2367","2300","2316","990600","2316"
"2020-08-31","2350","2393","2335.5","2356.5","1788800","2356.5"
"2020-09-01","2350","2367","2323","2356.5","932300","2356.5"
"2020-09-02","2329","2361.5","2315","2356","641900","2356"
"2020-09-03","2372","2376","2354","2357.5","623100","2357.5"
"2020-09-04","2351","2365","2330","2344","625000","2344"
"2020-09-07","2345","2358","2323.5","2330.5","542600","2330.5"
"2020-09-08","2306.5","2329.5","2294.5","2329.5","725200","2329.5"
"2020-09-09","2283","2331.5","2283","2322","1108000","2322"
"2020-09-10","2322.5","2342.5","2316.5","2334.5","703900","2334.5"
"2020-09-11","2334.5","2375","2323.5","2370.5","1096300","2370.5"
"2020-09-14","2371.5","2414.5","2363","2397","718600","2397"
"2020-09-15","2377","2382","2333.5","2359","820300","2359"
"2020-09-16","2354","2371.5","2343.5","2360.5","974500","2360.5"
"2020-09-17","2401.5","2401.5","2353","2358.5","1205700","2358.5"
"2020-09-18","2355.5","2379.5","2338.5","2375.5","1851100","2375.5"
"2020-09-23","2380.5","2417","2367.5","2413","1591500","2413"
"2020-09-24","2395","2399","2353.5","2385.5","1180500","2385.5"
"2020-09-25","2420","2443","2402.5","2441","1781300","2441"
"2020-09-28","2475","2507","2451.5","2505.5","1458400","2505.5"
"2020-09-29","2474.5","2477","2410.5","2444","1103300","2444"
"2020-09-30","2429","2459","2401.5","2406","1511300","2406"
"2020-10-02","2390","2418.5","2341","2356.5","987800","2356.5"
"2020-10-19","2360.5","2392","2360.5","2383","500200","2383"
"2020-10-20","2371.5","2390.5","2321.5","2326.5","750700","2326.5"
"2020-10-21","2326.5","2351.5","2316.5","2342","755500","2342"
"2020-10-22","2335","2340","2302.5","2306","623400","2306"
"2020-10-23","2300","2318","2290","2308.5","752800","2308.5"
"2020-10-26","2308","2332.5","2306","2330","535100","2330"
"2020-10-27","2335","2345.5","2298","2323","597700","2323"
"2020-10-28","2305","2325.5","2298.5","2315","733800","2315"
"2020-10-29","2277","2313","2242","2295","1490900","2295"
"2020-10-30","2202.5","2381","2201","2365.5","2249000","2365.5"
"2020-11-02","2365.5","2425","2360.5","2404.5","1548800","2404.5"
"2020-11-04","2433","2435","2369.5","2378","1479200","2378"
"2020-11-05","2404.5","2438.5","2390","2432.5","1344400","2432.5"
"2020-11-06","2475.5","2525.5","2450","2505","1623900","2505"
"2020-11-09","2515","2515","2455.5","2474","960700","2474"
"2020-11-10","2548","2555.5","2507.5","2532","1455200","2532"
"2020-11-11","2590","2608","2556","2579","1806400","2579"
"2020-11-12","2554.5","2602.5","2553","2577.5","1134400","2577.5"
"2020-11-13","2582","2607","2561","2586.5","1043900","2586.5"
"2020-11-16","2600","2614.5","2576","2595","909000","2595"
"2020-11-17","2608.5","2627.5","2594.5","2622.5","1280900","2622.5"
"2020-11-18","2609.5","2636","2588.5","2623","953600","2623"
"2020-11-20","2585.5","2605.5","2567.5","2567.5","1275800","2567.5"
"2020-11-24","2617.5","2639","2598","2631.5","1535200","2631.5"
"2020-11-25","2650","2652","2569.5","2591","1319800","2591"
"2020-11-26","2581.5","2588","2522.5","2525","1128600","2525"
"2020-11-27","2517","2524","2450.5","2458.5","1958600","2458.5"
"2020-11-30","2430.5","2438","2335","2344.5","3925000","2344.5"
"2020-12-01","2294.5","2304.5","2211","2242.5","4226800","2242.5"
"2020-12-02","2263","2288","2244","2272","2243100","2272"
"2020-12-03","2299.5","2318","2247.5","2251","2233600","2251"
"2020-12-04","2256","2275.5","2239","2251","1695900","2251"
"2020-12-07","2257.5","2258","2211.5","2218","1554000","2218"
"2020-12-08","2219.5","2234.5","2214.5","2222","1135200","2222"
"2020-12-09","2234","2258","2211.5","2231","1465700","2231"
"2020-12-10","2250","2266","2238","2255.5","1925400","2255.5"
"2020-12-11","2284","2312","2279.5","2312","2639800","2312"
"2020-12-14","2325.5","2359.5","2323","2335","1801400","2335"
"2020-12-15","2335","2335","2263","2265.5","1901200","2265.5"
"2020-12-16","2315","2320","2291","2297","962100","2297"
"2020-12-17","2268","2297.5","2256","2295","1504200","2295"
"2020-12-18","2321.5","2338","2301","2337.5","2154400","2337.5"
"2020-12-21","2338","2338","2299","2320","1286000","2320"
"2020-12-22","2280.5","2294","2265","2271.5","910400","2271.5"
"2020-12-24","2309.5","2323.5","2299","2308.5","857500","2308.5"
"2020-12-25","2300.5","2313.5","2286","2294.5","664100","2294.5"
"2020-12-28","2304","2356.5","2302","2344.5","1307500","2344.5"
"2020-12-30","2382.5","2399","2361.5","2384","1017400","2384"
